texto,categoria
"Intento entrar y mi usuario aparece dado de baja, me desactivaron por error. Llevo toda la mañana en esto y nada.",cuentas_contrasenas
El programa de hojas de cálculo se congela totalmente al usar macros. Llevo toda la mañana en esto y nada.,software
Buen día. el switch de comunicaciones local está sonando como un grillo y no da línea.,redes
Buen día. quiero confirmar si el lunes festivo hay operación normal o descansamos.,otros
"¿Alguien me explica por qué el asiento ergonómico perdió un apoyabrazos, requiero reemplazo físico?",otros
"Cordial saludo, solicito revisión de lo siguiente: Encontré una regla oculta que copia mis correos confidenciales hacia afuera.",seguridad
Buen día. no me deja explorar la subcarpeta de proyectos compartida en la red.,permisos
Cordial saludo. tengo ping al server pero me restringen la entrada por politicas de vpn.,permisos
"Me logueo bien al portal, sin embargo la vista de tareas dice perfil no autorizado. Llevo toda la mañana en esto y nada.",permisos
"oigan, estoy de viaje y el sistema me bloqueó el inicio de sesión por ubicación inusual.",cuentas_contrasenas
Urgente: La aplicación de correo local tiene el proceso de envío totalmente trabado. Necesito trabajar.,software
¿Alguien me explica por qué solicito reserva física de espacio de reuniones para comité de gerencia?,otros
"El cliente de Outlook no puede despachar mensajes, se encolan infinitamente. Llevo toda la mañana en esto y nada.",software
"Qué más, tengo un chicharrón: El PC me saca un error rarísimo de trust relationship al digitar mi clave.",cuentas_contrasenas
¿Alguien me explica por qué se me traba la aplicación de office al intentar procesar mucha data?,software
"Cordial saludo, solicito revisión de lo siguiente: Dice que no pertenezco al grupo autorizado cuando trato de ver mis vacaciones.",permisos
Urgente: Reclamando que el pago de nómina me llegó incompleto. Necesito trabajar.,otros
"Qué más, tengo un chicharrón: El cable de parcheo lo pisaron y se partió, no tengo señal.",redes
"Oigan, el próximo viernes que es feriado se trabaja mediodía o qué. ¿Me colaboran?",otros
"Urgente: El replicador de puertos se dañó, conecto la laptop y no pasa nada. Necesito trabajar.",infraestructura
"Cordial saludo, solicito revisión de lo siguiente: Le di clic a un archivo ZIP de una demanda falsa y el antivirus se volvió loco.",seguridad
"Cordial saludo, solicito revisión de lo siguiente: No tengo cómo poner el código temporal porque mi celular viejo se dañó.",cuentas_contrasenas
Urgente: El túnel seguro se desconecta intermitentemente durante todo el día. Necesito trabajar.,redes
"Urgente: La red inalámbrica está invisible solo para mi máquina, los demás sí están conectados. Necesito trabajar.",redes
Urgente: Encontré una regla oculta que copia mis correos confidenciales hacia afuera. Necesito trabajar.,seguridad
"Cordial saludo, solicito revisión de lo siguiente: Requiero cambio de uniforme institucional por desgaste.",otros
Urgente: El switch frontal para encender la máquina se quedó presionado y trabado. Necesito trabajar.,infraestructura
"Hola equipo, solicito revisión de mi puesto de trabajo xq la silla no sube ni baja. Quedo a la espera.",otros
"El wifi de la empresa no carga nada, en cambio la red pública funciona perfecto. Llevo toda la mañana en esto y nada.",redes
Recibí un mensaje muy raro de gerencia solicitando un giro internacional inmediato. Llevo toda la mañana en esto y nada.,seguridad
Urgente: Por favor soliciten a los de aseo que limpien la cocina que está muy sucia. Necesito trabajar.,otros
Buen día. no puedo prender el computador porque el pulsador de poder está atascado.,infraestructura
El computador no encuentra la SSID corporativa en la lista de redes. Llevo toda la mañana en esto y nada.,redes
"Qué más, tengo un chicharrón: El cliente de Outlook no puede despachar mensajes, se encolan infinitamente.",software
"Cordial saludo, solicito revisión de lo siguiente: Anexo cuenta de cobro del evento corporativo para que desembolsen.",otros
¿Alguien me explica por qué la multifuncional está dañando los documentos físicos con manchas oscuras a lo largo?,infraestructura
"Cordial saludo, solicito revisión de lo siguiente: Dejo mi retroalimentación sobre el servicio del casino de alimentación.",otros
¿Alguien me explica por qué requiero cambio de uniforme institucional por desgaste?,otros
¿Alguien me explica por qué colapso total del sistema operativo por falla de video al conectar periféricos?,infraestructura
"Qué más, tengo un chicharrón: Solicito revisión de mi puesto de trabajo xq la silla no sube ni baja.",otros
"Urgente: El portal no reconoce mi cuenta, la estoy metiendo igual que en mi casa. Necesito trabajar.",cuentas_contrasenas
El agente de seguridad local traba el computador porque consume toda la memoria. Llevo toda la mañana en esto y nada.,software
"Chicos, el enlace del documento me manda a una pantalla pidiendo autorizacion. Me avisan.",permisos
"¿Alguien me explica por qué mi módulo de aprobaciones está bloqueado, no puedo autorizar nada?",permisos
Urgente: Le di clic a un archivo ZIP de una demanda falsa y el antivirus se volvió loco. Necesito trabajar.,seguridad
"Qué más, tengo un chicharrón: El docking station ya no me reconoce los periféricos ni carga el portátil.",infraestructura
La torre hace un ruido mecánico insoportable de aspas golpeando algo. Llevo toda la mañana en esto y nada.,infraestructura
Urgente: Excedí los intentos fallidos y ahora estoy bloqueado del todo. Necesito trabajar.,cuentas_contrasenas
Ayuda: queja directa xq el sistema de ventilación nos está enfermando.,otros
El switch de comunicaciones local está sonando como un grillo y no da línea. Llevo toda la mañana en esto y nada.,redes
¿Alguien me explica por qué excedí los intentos fallidos y ahora estoy bloqueado del todo?,cuentas_contrasenas
La pantalla principal parpadea muy rapido y empezo a oler a plastico quemado. ¿Me colaboran?,infraestructura
Buen día. la lógica del sistema liquidador falló con las fechas de febrero.,software
Urgente: Tengo ping al server pero me restringen la entrada por políticas de VPN. Necesito trabajar.,permisos
Urgente: Requiero cambio de uniforme institucional por desgaste. Necesito trabajar.,otros
"Cordial saludo, solicito revisión de lo siguiente: El programa interno arrastra un bug de calendario que daña las fechas de pago.",software
"señores, consultando sobre los planes complementarios de salud vigentes.",otros
Cientos de documentos de la unidad de red están desapareciendo de la nada. Llevo toda la mañana en esto y nada.,seguridad
"Cordial saludo, solicito revisión de lo siguiente: La aplicación no logra capturar la señal de micrófono aunque el PC sí lo reconoce.",software
"Urgente: Expiró mi clave, intento renovarla y me arroja error tras error. Necesito trabajar.",cuentas_contrasenas
"Cordial saludo, solicito revisión de lo siguiente: Expiró mi clave, intento renovarla y me arroja error tras error.",cuentas_contrasenas
"Buen día. alguien está controlando mi computador remotamente, veo cómo abren ventanas.",seguridad
"qué más, tengo un chicharrón: tengo una duda con el cálculo de mi prima de servicios en este corte.",otros
Me sale un mensaje de conflicto de IP en la red local y me desconecta. Llevo toda la mañana en esto y nada.,redes
"oigan, el pc está al 100% de cpu y los ventiladores a tope todo el tiempo, está saturado.",seguridad
Buen día. por favor confírmenme mi saldo de vacaciones a la fecha.,otros
Me quedé esperando el mensaje de texto con el código de doble factor y nunca llega. ¿Me colaboran?,cuentas_contrasenas
Urgente: La imagen tiembla y sale humo del borde inferior de la pantalla. Necesito trabajar.,infraestructura
"Cordial saludo, solicito revisión de lo siguiente: Tengo un bucle de actualizaciones del sistema operativo que no me deja usar el equipo.",software
Buen día. intento entrar al directorio y dice que mi autenticación no es válida para ese objeto.,permisos
¿Alguien me explica por qué alguien o algo está eliminando en ráfaga toda la información del disco compartido?,seguridad
Se va la luz un segundo y mi equipo se apaga porque la UPS no retiene la carga. ¿Me colaboran?,infraestructura
"que mas, tengo un chicharron: se me interrumpe la conexion al cliente de cisco cada cierto tiempo sin falta.",redes
"Qué más, tengo un chicharrón: Me estoy muriendo de calor, el aire de este piso parece q no funciona.",otros
"Cordial saludo, solicito revisión de lo siguiente: No puedo compartir escritorio interactivo, me dice que no tengo la autorización.",permisos
Imagínense que deseo consultar cuántos días compensatorios tengo acumulados.,otros
"Cordial saludo, solicito revisión de lo siguiente: Quiero usar el tethering del teléfono y la configuración no me deja activarlo.",redes
A quien corresponda: mi cuenta está mandando correos masivos de supuestas promociones a todo el mundo. Agradezco la gestión.,seguridad
"qué más, tengo un chicharrón: la aplicación de mensajería no me actualiza los mensajes nuevos de hoy.",software
"Cordial saludo, solicito revisión de lo siguiente: Caída masiva de conectividad en la sucursal norte, estamos incomunicados.",redes
"Qué más, tengo un chicharrón: No tengo el carnet de acceso, requiero que me habiliten la entrada por favor.",otros
El cursor del mouse se está moviendo solo en mi pantalla sin q yo toque nada. ¿Me colaboran?,seguridad
"qué más, tengo un chicharrón: el reporte no me deja exportar a excel, me sale aviso de restricción.",permisos
"Cordial saludo, solicito revisión de lo siguiente: Ya no soy admin de mi máquina, me retiraron de los grupos de seguridad.",permisos
"Qué más, tengo un chicharrón: Por favor agéndenme el auditorio principal para una reunión de 3 horas.",otros
¿Alguien me explica por qué pongo mis datos en la ruta compartida y me lanza error de revocación de usuario?,permisos
"El portal cautivo del hotel no me carga, entonces no puedo navegar. Llevo toda la mañana en esto y nada.",redes
¿Alguien me explica por qué falla grave al abrir el aplicativo técnico por librerías corruptas del sistema?,software
"Cordial saludo, solicito revisión de lo siguiente: El túnel seguro se desconecta intermitentemente durante todo el día.",redes
"Que mas, tengo un chicharron: Me salto un anuncio de falso soporte tecnico que no me deja cerrar el navegador.",seguridad
"Qué más, tengo un chicharrón: El portal cautivo del hotel no me carga, entonces no puedo navegar.",redes
Metí una USB q me encontré y el Windows Defender empezó a bloquear todo.,seguridad
"Buen día. no tengo el carnet de acceso, requiero que me habiliten la entrada por favor.",otros
Urgente: Tengo navegación interna pero las URL de afuera me dicen página no encontrada. Necesito trabajar.,redes
Ayuda: el servicio antimalware tiene la máquina inutilizable por uso extremo de cpu.,software
"¿Alguien me explica por qué no me acepta el password local, dice que perdió conexión con el directorio activo?",cuentas_contrasenas
"¿Alguien me explica por qué pongo mi clave perfecta, pero la app interna rechaza mi identidad?",permisos
Buen día. el navegador web crashea cualquier página que intento abrir con un error de memoria.,software
Urgente: No tengo cómo poner el código temporal porque mi celular viejo se dañó. Necesito trabajar.,cuentas_contrasenas
Trato de manejar el mouse del compañero en zoom y el sistema de seguridad lo bloquea. Llevo toda la mañana en esto y nada.,permisos
Solicito la emisión de mi certificado de trabajo con fecha de ingreso para un banco. Llevo toda la mañana en esto y nada.,otros
"¿Alguien me explica por qué no puedo usar el chrome, todas las pestañas revientan por un fallo interno de la app?",software
"Cordial saludo, solicito revisión de lo siguiente: Excedí los intentos fallidos y ahora estoy bloqueado del todo.",cuentas_contrasenas
"Qué más, tengo un chicharrón: La diadema del call center tiene el micrófono totalmente suelto.",infraestructura
"Cordial saludo, solicito revisión de lo siguiente: Mi hardware de cámara muestra todo en blanco y negro, está dañado.",infraestructura
"Buen día. me caducaron las credenciales, pongo una nueva y el sistema vuelve a pedírmela infinitamente.",cuentas_contrasenas
"Buen día. la shell del sistema operativo dejó de funcionar, no puedo abrir el menú.",software
"Urgente: El wifi intenta conectar, dice comprobando requisitos y vuelve a empezar. Necesito trabajar.",redes
La webcam externa se ve con los colores invertidos y líneas verdes. ¿Me colaboran?,infraestructura
Urgente: Alguien o algo está eliminando en ráfaga toda la información del disco compartido. Necesito trabajar.,seguridad
Urgente: El gestor de archivos lanza error de conflictos y no sube mis versiones locales. Necesito trabajar.,software
"Cordial saludo, solicito revisión de lo siguiente: La ups del escritorio no sirve, pita en falso y no sostiene la energía.",infraestructura
"Qué más, tengo un chicharrón: Quiero confirmar si el lunes festivo hay operación normal o descansamos.",otros
"Urgente: El ethernet está puesto pero no me da salida a la web, sale un triangulito. Necesito trabajar.",redes
Se me bloqueo el perfil xq intente entrar varias veces con las mayusculas puestas. ¿Me colaboran?,cuentas_contrasenas
"¿Alguien me explica por qué tengo mucha lentitud en la ssid corporativa, pero la abierta está rápida?",redes
Urgente: Intento entrar a las noticias de la empresa y la web me dice que no tengo derechos. Necesito trabajar.,permisos
"Cordial saludo, solicito revisión de lo siguiente: Pongo mis datos en la ruta compartida y me lanza error de revocación de usuario.",permisos
"Urgente: No puedo compartir escritorio interactivo, me dice que no tengo la autorización. Necesito trabajar.",permisos
"Mi app de autenticación se borró al cambiar de móvil, necesito resetear el MFA. Llevo toda la mañana en esto y nada.",cuentas_contrasenas
¿Alguien me explica por qué tengo navegación interna pero las url de afuera me dicen página no encontrada?,redes
¿Alguien me explica por qué pongo mi id en la ventanita y arroja que carezco de cuenta en el sistema?,cuentas_contrasenas
La carcasa de la laptop se deformó abajo y levantó el mousepad. ¿Me colaboran?,infraestructura
"Imagínense que el portal no reconoce mi cuenta, la estoy metiendo igual que en mi casa.",cuentas_contrasenas
"Cordial saludo, solicito revisión de lo siguiente: El portal me deniega la contraseña nueva por políticas de seguridad que no entiendo.",cuentas_contrasenas
Urgente: El firewall perimetral me impide salir por el puerto 21 para transferir datos. Necesito trabajar.,redes
Buen día. me sale un mensaje de conflicto de ip en la red local y me desconecta.,redes
Buen día. solicito revisión de mi puesto de trabajo porque la silla no sube ni baja.,otros
Trato de usar la función avanzada del programa y me pide escalar derechos. ¿Me colaboran?,permisos
Urgente: Me restringieron las credenciales automáticamente al detectar IP del extranjero. Necesito trabajar.,cuentas_contrasenas
Urgente: Trato de túnel a la oficina y me deniegan la autorización por credenciales. Necesito trabajar.,cuentas_contrasenas
"Urgente: Tengo problemas de sobrecalentamiento térmico, el PC se apaga por protección. Necesito trabajar.",infraestructura
Urgente: Por favor me generan la constancia laboral dirigida a la embajada. Necesito trabajar.,otros
¿Alguien me explica por qué el ping está por las nubes y las reuniones por video se me congelan cada nada?,redes
"Qué más, tengo un chicharrón: La política de red del móvil impide usar los datos como hotspot para la laptop.",redes
"Cordial saludo, solicito revisión de lo siguiente: Intento entrar a las noticias de la empresa y la web me dice que no tengo derechos.",permisos
Buen día. la aplicación de mensajería no me actualiza los mensajes nuevos de hoy.,software
"hola equipo, me salto un anuncio de falso soporte tecnico que no me deja cerrar el navegador. auxilio.",seguridad
"Qué más, tengo un chicharrón: Llevaba 20 días fuera y ahora no tengo idea de cuál era mi contraseña.",cuentas_contrasenas
"Por favor ayuda, las teclas marcan varias cosas al tiempo, creo que hizo corto por un líquido. Es para ya.",infraestructura
¿Alguien me explica por qué fui redirigido a una página falsa del banco al intentar hacer la transferencia?,seguridad
Urgente: Tengo un pop-up gigante diciendo que mi PC tiene virus y debo pagar. Necesito trabajar.,seguridad
"Que mas, tengo un chicharron: El sistema intenta aplicar parches, dice error, revierte y reinicia de nuevo.",software
Buen día. el pc me saca un error rarísimo de trust relationship al digitar mi clave.,cuentas_contrasenas
"Cordial saludo, solicito revisión de lo siguiente: Tengo permisos de vista pero el sistema me impide bajar el archivo.",permisos
"Por favor ayuda, en las reuniones no me deja tomar el control de la pantalla por políticas de la org. Mil gracias.",permisos
Urgente: El cliente SQL me arroja error de derechos insuficientes al lanzar la vista. Necesito trabajar.,permisos
"Cordial saludo, solicito revisión de lo siguiente: El computador está extremadamente lento e inmanejable, parece secuestrado por procesos raros.",seguridad
"¿Alguien me explica por qué el computador está abombado por debajo, parece que la batería va a explotar?",infraestructura
"Buen día. la base de datos me deniega la conexión, dice que requiero rol de solo lectura.",permisos
"Urgente: La ups del escritorio no sirve, pita en falso y no sostiene la energía. Necesito trabajar.",infraestructura
"qué más, tengo un chicharrón: deseo inscribir a mi cónyuge en la medicina prepagada de la compañía.",otros
Urgente: La roseta de mi cubículo está dañada físicamente y no hay ethernet. Necesito trabajar.,redes
¿Alguien me explica por qué tengo un pop-up gigante diciendo que mi pc tiene virus y debo pagar?,seguridad
Urgente: Mi cuenta está mandando correos masivos de supuestas promociones a todo el mundo. Necesito trabajar.,seguridad
¿Alguien me explica por qué la imagen tiembla y sale humo del borde inferior de la pantalla?,infraestructura
"Cordial saludo, solicito revisión de lo siguiente: El explorador de Windows me tira un letrero de que no tengo permisos para esa ruta.",permisos
"Buen día. la red privada me rechaza la entrada, el firewall dice acceso denegado.",cuentas_contrasenas
"Urgente: El computador está extremadamente lento e inmanejable, parece secuestrado por procesos raros. Necesito trabajar.",seguridad
soporte: la batería del equipo se infló tanto que no puedo hacer clic en el trackpad.,infraestructura
Urgente: Consultando sobre los planes complementarios de salud vigentes. Necesito trabajar.,otros
"Qué más, tengo un chicharrón: Estoy por conexión alámbrica y me dice sin acceso a internet.",redes
Urgente: los archivos de la carpeta compartida se están borrando masivamente frente a mis ojos. Estoy frenado.,seguridad
Estoy por conexión alámbrica y me dice sin acceso a internet. Llevo toda la mañana en esto y nada.,redes
El docking station ya no me reconoce los periféricos ni carga el portátil. Llevo toda la mañana en esto y nada.,infraestructura
"Que mas, tengo un chicharron: El portatil escribe letras equivocadas xq se mojo el teclado ayer.",infraestructura
¿Alguien me explica por qué el ceo me está mandando un mail pidiendo que consiga unas gift cards ya mismo?,seguridad
Urgente: Mis documentos cambiaron de formato solos y me sale un aviso de secuestro de datos. Necesito trabajar.,seguridad
Buen día. parece que una auditoría me quitó los derechos administrativos de mi propio equipo.,permisos
Urgente: Dice que no pertenezco al grupo autorizado cuando trato de ver mis vacaciones. Necesito trabajar.,permisos
"Cordial saludo, solicito revisión de lo siguiente: El sistema me avisa de un login sospechoso desde un país extraño.",seguridad
"Cordial saludo, solicito revisión de lo siguiente: El wifi intenta conectar, dice comprobando requisitos y vuelve a empezar.",redes
El SMS de verificación para entrar no me aterriza en el celular. Llevo toda la mañana en esto y nada.,cuentas_contrasenas
¿Alguien me explica por qué la aplicación de correo local tiene el proceso de envío totalmente trabado?,software
La red perimetral bloquea mi salida a internet por comportamiento sospechoso. Llevo toda la mañana en esto y nada.,seguridad
Entra en un bucle infinito en la BIOS y nunca arranca el disco. Llevo toda la mañana en esto y nada.,infraestructura
Parece que una auditoría me quitó los derechos administrativos de mi propio equipo. Llevo toda la mañana en esto y nada.,permisos
"Buen día. el piso entero está totalmente caído, nadie tiene acceso a los aplicativos centrales.",redes
"El aire acondicionado de mi área está a una temperatura congelante, por favor subanle. ¿Me colaboran?",otros
"Cordial saludo, solicito revisión de lo siguiente: Consultando sobre los planes complementarios de salud vigentes.",otros
¿Alguien me explica por qué tengo sospechas de shoulder surfing por parte de un visitante en mi área?,seguridad
"La batería de respaldo está dañada, medio bajón de luz y se muere todo. Llevo toda la mañana en esto y nada.",infraestructura
"Buen día. el sistema intenta aplicar parches, dice error, revierte y reinicia de nuevo.",software
"Buen día. google chrome me lanza la pantalla de 'oh no, aw snap' en todas las pestañas. Les agradezco mucho.",software
Trato de aplicar el parche oficial y la ventana de elevación de privilegios se cierra sola. Llevo toda la mañana en esto y nada.,software
Intenté entrar desde el hotel en otra ciudad y la cuenta se inhabilitó por seguridad. Llevo toda la mañana en esto y nada.,cuentas_contrasenas
"Oigan, el cooler del procesador suena como un tractor al prender la máquina. Ayuda porfa.",infraestructura
"que mas, tengo un chicharron: la red privada me niega el paso hacia el ambiente de desarrollo.",permisos
Buen día. el docking station ya no me reconoce los periféricos ni carga el portátil.,infraestructura
Urgente: Quiero usar el tethering del teléfono y la configuración no me deja activarlo. Necesito trabajar.,redes
"Buen día. el portal financiero está clonado, la página pide datos que normalmente no pide.",seguridad
El portal corporativo me rebota la carga de la página diciendo acceso prohibido. Llevo toda la mañana en esto y nada.,permisos
"Cordial saludo, solicito revisión de lo siguiente: Otro computador agarró la misma dirección IP que yo y nos estamos tumbando.",redes
"Urgente: No puedo usar el Chrome, todas las pestañas revientan por un fallo interno de la app. Necesito trabajar.",software
Urgente: Colapso total del sistema operativo por falla de video al conectar periféricos. Necesito trabajar.,infraestructura
"Urgente: Ya no soy admin de mi máquina, me retiraron de los grupos de seguridad. Necesito trabajar.",permisos
"Cordial saludo, solicito revisión de lo siguiente: Me robaron la maleta con el PC de la empresa, bloqueen todo ya mismo.",seguridad
"Necesito un favor, ayer podía instalar cosas y hoy el ad me sacó del grupo de administradores locales. Urgente.",permisos
¿Alguien me explica por qué mi cuenta está mandando correos masivos de supuestas promociones a todo el mundo?,seguridad
ups pitando,infraestructura
carpeta gris,permisos
Mi cuenta corporativa expira cada vez que intento autenticarme desde una ubicación externa.,cuentas_contrasenas
El túnel IPSec hacia la sucursal de Medellín levanta pero no enruta tráfico de la subred local.,redes
cable trozado,infraestructura
El sistema de prevención de intrusos cortó mi conexión alegando exfiltración masiva de datos.,seguridad
"La impresora del piso comercial está derramando polvo negro de tóner sobre todos los documentos importantes. Intenté abrir la bandeja, limpié los rodillos con cuidado y reemplacé el cartucho por uno nuevo, pero las hojas siguen saliendo manchadas en todo el centro. Esto está arruinando facturas oficiales.",infraestructura
Regresé de licencia médica y el sistema indica que mi cuenta fue dada de baja por inactividad.,cuentas_contrasenas
El microondas de la cafetería del segundo piso está sacando chispas cuando intentamos calentar el almuerzo. Ya le dijimos a la señora del aseo pero nos indicó que debíamos reportarlo por este medio para que mantenimiento venga a revisarlo urgente. Es un peligro usarlo en este estado.,otros
clonaron app,seguridad
Recibí un SMS del banco corporativo con un enlace rarísimo pidiendo validar token urgente.,seguridad
La macro de Excel que procesa estadísticas de jugadores bota error 1004 en tiempo de ejecución.,software
La bisagra de mi laptop corporativa cedió y la pantalla no se sostiene por sí sola.,infraestructura
Estoy en un proyecto confidencial y el módulo me deniega la subida de los archivos NDA.,permisos
Hay un visitante sin gafete tomando fotos a los tableros de planeación estratégica en el pasillo.,seguridad
Aparece una ventana flotante invisible que captura todos mis clics en la aplicación contable.,seguridad
"El adaptador USB wifi de 4 antenas no está logrando balancear la carga entre los modems ubicados en el piso inferior y mi oficina. Ya reinstalé los drivers del fabricante, probé cambiando la orientación física de las antenas y reseteé la configuración de red, pero experimento cortes de 10 segundos continuos. Imposible trabajar así.",redes
La conexión inalámbrica bota error de certificado expirado al autenticar con el servidor RADIUS.,redes
"Desde la mañana de hoy mi torre HP EliteDesk 800 G4 SFF está emitiendo un pitido largo seguido de tres cortos. Intenté desconectar todos los periféricos USB 3.0 y el adaptador de 4 antenas, pero el problema persiste. Me urge revisión física ya que mi disco de 126 GB tiene datos sin respaldo y temo que sea fallo de placa base.",infraestructura
Se rompió el puerto RJ45 de mi dock station y el cable de red queda totalmente suelto.,infraestructura
Solicité blanqueo de credenciales hace horas y el enlace de recuperación jamás llegó a mi buzón.,cuentas_contrasenas
El switch de red debajo de mi escritorio hace un chillido agudo y todos sus leds están fijos.,infraestructura
La batería del portátil indica 0% conectado y si lo desconecto muere en el acto.,infraestructura
El escáner de códigos de barras hace un pitido infinito al conectarlo a la caja registradora.,infraestructura
"Tenemos caída total de la conexión telefónica IP en toda el área de servicio al cliente. Revisé los cables físicos que van a la pared, reinicié los aparatos desconectándolos de la corriente por varios minutos y verifiqué la roseta, pero las pantallas siguen diciendo conectando servidor. Los clientes no pueden comunicarse.",redes
La política de seguridad rechaza mi nueva clave secreta indicando falta de caracteres especiales.,cuentas_contrasenas
"Ninguno de los equipos portátiles del área de diseño logra autenticarse en la red inalámbrica corporativa. Intentamos olvidar la red en Windows, poner las credenciales nuevamente a mano e incluso renovar los certificados locales, pero el error de autenticación de Radius persiste. Solo la red pública de invitados funciona ahora mismo.",redes
"No logro acceder a los recursos compartidos, el error indica ruta de red no encontrada.",redes
El proxy corporativo me bloquea la subida de archivos al repositorio Git de la empresa.,redes
token fallo,cuentas_contrasenas
Alguien modificó los registros de la base de datos relacional y borró las auditorías de ayer.,seguridad
ruta cerrada,permisos
error de java,software
"Quiero configurar las nuevas firmas de correo corporativas para Andrés, Camila, Santiago y Valentina.",otros
pago nulo,otros
Se desprendió una de las antenas del adaptador wifi USB y ahora Windows marca error de dispositivo.,infraestructura
falla macros,software
"Alguien está intentando ingresar a los sistemas financieros usando mi usuario. Recibí seis notificaciones seguidas de Microsoft Authenticator pidiendo aprobar un inicio de sesión que yo jamás inicié. Rechacé todas las alertas e hice cambio de mi clave secreta, pero los intentos desde una IP foránea siguen ocurriendo constantemente.",seguridad
El proxy bloquea mi ingreso al portal de proveedores argumentando categoría de sitio prohibida.,permisos
"El túnel de la red virtual privada de Fortinet levanta la conexión exitosamente, pero al hacer pings hacia los servidores de la intranet se pierde el 100% de los paquetes. Purgué la tabla de rutas locales de mi máquina y cambié de punto de acceso wifi para descartar mi red casera, pero sigo sin poder alcanzar ninguna herramienta interna.",redes
El servicio de cola de impresión de Windows se detiene automáticamente tras cada reinicio.,software
La página del portal interno de nómina me redirigió a un sitio en otro idioma que pide mis datos.,seguridad
"El portal del sistema de tickets me permite iniciar sesión correctamente, pero el botón para escalar incidentes a nivel dos está en color gris y no hace nada. Intenté borrar la caché del navegador, ingresé en modo incógnito y le pedí a un compañero que me compartiera su perfil, pero el bloqueo persiste solo en mi cuenta. Necesito autorización.",permisos
Estoy atascado en el factor de doble autenticación porque cambié mi número telefónico.,cuentas_contrasenas
Alguien podría confirmarme cuántos días de vacaciones tengo acumulados al corte de hoy.,otros
Aún no recibo el pago correspondiente al retroactivo de la quincena pasada.,otros
El módulo de nómina en SAP bota un error de desbordamiento de memoria al intentar cargar los desprendibles.,software
archivo raro,seguridad
El firewall perimetral me está sacando alertas de botnet hacia un servidor en Rusia.,seguridad
La máquina de snacks se tragó mi billete y no entregó el producto seleccionado.,otros
"La latencia hacia el servicio de nube supera los milisegundos y las sesiones ssh se congelan cada dos por tres. Hice pruebas de tracert y veo que el cuello de botella está en el nodo de salida principal de la compañía. Contacté al proveedor de internet local y afirman que el daño es en nuestra puerta de enlace, requiero revisión del cortafuegos.",redes
Deseo inscribir a mi cónyuge como beneficiaria en el plan de medicina prepagada.,otros
"Al poner una memoria en el puerto frontal, el PC hace un reinicio forzado inmediato.",infraestructura
Windows me exige derechos de administrador para ejecutar el actualizador del antivirus.,permisos
router mudo,redes
La bandeja de la impresora se atascó con una hoja gruesa y hace un ruido de engranaje triturado.,infraestructura
Todos los correos de mi bandeja de salida se están enviando ocultos a una cuenta de Gmail externa.,seguridad
usuario null,cuentas_contrasenas
"Requiero que me habiliten privilegios de escritura en la base de datos de producción orientada a objetos urgentemente. Aprobé el curso de certificación ayer e intenté correr el script de migración, pero el motor de datos me escupió un error de denegación de política IAM. El proyecto tiene fecha límite de entrega para esta tarde.",permisos
El CRM corporativo se congela completamente cuando intento aplicar el parche de actualización a la vista de clientes.,software
El cliente de correo local dejó de sincronizar carpetas compartidas desde el martes.,software
Mi teclado mecánico registra doble pulsación en la barra espaciadora casi siempre que escribo.,infraestructura
admin local,permisos
Mi perfil de VPN indica que estoy conectado doblemente desde dos continentes distintos.,seguridad
El botón para autorizar vacaciones en el portal de RRHH aparece completamente inhabilitado.,permisos
Llevo notando comportamientos extraños en mi equipo asignado: el antivirus está deshabilitado por políticas que yo no puse y la memoria está al tope. Ejecuté el escaneo manual pero la ventana se cierra sola. Temo que nos hayan inyectado un malware o ransomware. Por favor asilar esta máquina de la red.,seguridad
La consola de AWS rechaza mi intento de reiniciar el servidor EC2 por falta de permisos IAM.,permisos
"Mi ratón óptico dejó de detectar movimiento horizontal, solo va de arriba hacia abajo.",infraestructura
teclado roto,infraestructura
"Tengo un inconveniente gravísimo con Excel al abrir el archivo consolidado mensual. En cuanto habilito las macros, la aplicación se traba por completo y tira error de Visual Basic. Probé reparando el paquete de Office y guardando el archivo con otro formato, pero sigue inservible. Es un archivo de más de 300 megas y me urge procesarlo.",software
El chasis del HP EliteDesk 800 G4 SFF está vibrando excesivamente cuando lee discos.,infraestructura
"Adobe Premiere crashea brutalmente al llegar al 95% del renderizado de video institucional. Ya actualicé los controladores gráficos, asigné máxima prioridad al proceso en el administrador de tareas y vacié los archivos temporales de Windows. El error persiste y la campaña sale mañana, estoy al borde del colapso con este software.",software
"Durante la revisión de los logs del aplicativo de ventas, detecté una alteración directa en las tablas de la base de datos relacional. Varios registros de auditoría fueron eliminados en horas de la madrugada y hay un desfase en los inventarios. Escalo esto como un incidente crítico de manipulación de datos por usuarios internos.",seguridad
La base de datos bloquea mi consulta SELECT con un mensaje de insuficiencia de privilegios.,permisos
Adobe Reader muestra todos los documentos PDF como páginas en blanco sin contenido.,software
monitor negro,infraestructura
Notificación de inicio de sesión exitoso en mi cuenta desde una dirección IP de Tailandia.,seguridad
El sistema de facturación electrónica duplicó todos los folios emitidos durante la mañana.,software
